01/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
29/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
30/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
31/01/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/02/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
29/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
30/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
31/03/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
29/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
30/04/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
29/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
30/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
31/05/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
02/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
03/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
04/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
05/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
06/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
07/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
08/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
09/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
10/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
11/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
12/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
13/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
14/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
15/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
16/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
17/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
18/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
19/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
20/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
21/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
22/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
23/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
24/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
25/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
26/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
27/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
28/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
29/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
30/06/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
01/07/2018,ADD DATE,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME,ADD TIME
